d,b,r,c,k,m,m_metrics,initial_model_type,initial_g,initial_k,actions_sequence,state_trajectory,total_steps,total_reward,final_model_type,final_g,final_k,decision,terminal_subtype,decision_full
multimodal,verification,high-risk,EU_only,start,insufficient,"[0.04, 0.927, 0.827, 0.775]",M2,"['0.017', '0.039', '0.904', '0.041']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_reject,M2[hig0.90|k=start] -> M1[hig0.79|k=start] -> M1[hig0.79|k=start] -> M1[hig0.79|k=start] -> M1[min0.57|k=evidence] -> M1[lim0.80|k=evidence] -> M2[hig0.99|k=proposed] -> M2[min0.25|k=final],7,51.05,M2,"['0.002', '0.009', '0.989', '0.000']",proposed,Reject,M2_c,Reject_M2_c
image,verification,high-risk,adequacy,start,insufficient,"[0.118, 0.773, 0.803, 0.895]",M2,"['0.029', '0.113', '0.793', '0.065']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M2[hig0.79|k=start] -> M1[hig0.74|k=start] -> M1[hig0.74|k=start] -> M1[hig0.74|k=start] -> M1[hig0.72|k=evidence] -> M2[hig0.99|k=evidence] -> M2[min0.25|k=final],6,-35.66,M2,"['0.000', '0.008', '0.992', '0.000']",evidence,Reject,M2_c,Reject_M2_c
unstructured_text,verification,high-risk,inadequate_SCC,start,insufficient,"[0.109, 0.924, 0.93, 0.716]",M3,"['0.020', '0.056', '0.876', '0.048']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.88|k=start] -> M2[hig0.83|k=start] -> M3[hig0.89|k=start] -> M2[hig0.84|k=start] -> M2[lim0.86|k=evidence] -> M2[min0.25|k=final],5,-19.33,M2,"['0.025', '0.858', '0.108', '0.009']",evidence,Reject,M2_c,Reject_M2_c
image,remote_id,high-risk,EU_only,start,insufficient,"[0.173, 0.956, 0.873, 0.963]",M2,"['0.004', '0.006', '0.973', '0.016']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M2[hig0.97|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M2[hig0.94|k=evidence] -> M2[min0.25|k=final],5,-74.66,M2,"['0.015', '0.038', '0.940', '0.007']",evidence,Reject,M2_b,Reject_M2_b
unstructured_text,verification,high-risk,EU_only,start,suboptimal,"[0.065, 0.96, 0.983, 0.822]",M2,"['0.049', '0.126', '0.801', '0.024']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.80|k=start] -> M2[hig0.80|k=start] -> M2[hig0.80|k=start] -> M3[hig0.88|k=start] -> M3[min0.25|k=final],4,-99.0,M3,"['0.028', '0.075', '0.881', '0.015']",start,Reject,M3_d,Reject_M3_d
image,verification,high-risk,adequacy,start,insufficient,"[0.032, 0.975, 0.718, 0.727]",M2,"['0.029', '0.113', '0.793', '0.065']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.79|k=start] -> M3[hig0.87|k=start] -> M3[hig0.87|k=start] -> M3[hig0.87|k=start] -> M3[min0.25|k=final],4,31.0,M3,"['0.018', '0.067', '0.873', '0.043']",start,Reject,M3_d,Reject_M3_d
multimodal,categorisation,false,EU_only,start,insufficient,"[0.128, 0.865, 0.751, 0.984]",M4,"['0.004', '0.003', '0.013', '0.980']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M4[ban0.98|k=start] -> M2[ban0.50|k=start] -> M1[ban0.30|k=start] -> M1[ban0.30|k=start] -> M2[hig0.86|k=evidence] -> M2[min0.25|k=final],5,70.65,M2,"['0.034', '0.104', '0.861', '0.001']",evidence,Reject,M2_c,Reject_M2_c
unstructured_text,verification,high-risk,inadequate_SCC,start,insufficient,"[0.071, 0.783, 0.88, 0.872]",M3,"['0.020', '0.056', '0.876', '0.048']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.88|k=start] -> M2[hig0.83|k=start] -> M3[hig0.89|k=start] -> M3[hig0.89|k=start] -> M3[min0.25|k=final],4,-84.0,M3,"['0.019', '0.045', '0.888', '0.048']",start,Reject,M3_d,Reject_M3_d
structured,remote_id,high-risk,non_compliant,start,insufficient,"[0.057, 0.928, 0.756, 0.72]",M3,"['0.001', '0.001', '0.993', '0.005']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.98|k=start] -> M2[min0.25|k=final],4,-34.0,M2,"['0.003', '0.003', '0.983', '0.011']",start,Reject,M2_d,Reject_M2_d
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.027, 0.799, 0.919, 0.7]",M3,"['0.002', '0.003', '0.986', '0.009']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.98|k=start] -> M2[hig0.98|k=start] -> M2[min0.25|k=final],4,-34.0,M2,"['0.004', '0.004', '0.979', '0.013']",start,Reject,M2_c,Reject_M2_c
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.107, 0.766, 0.921, 0.929]",M3,"['0.002', '0.003', '0.986', '0.009']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.98|k=start] -> M3[hig0.99|k=start] -> M3[min0.25|k=final],4,-84.0,M3,"['0.002', '0.003', '0.986', '0.009']",start,Reject,M3_d,Reject_M3_d
multimodal,remote_id,high-risk,EU_only,start,insufficient,"[0.048, 0.929, 0.847, 0.779]",M2,"['0.002', '0.002', '0.989', '0.007']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M2[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.99|k=start] -> M1[hig0.83|k=start] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],5,-19.89,M2,"['0.000', '0.003', '0.997', '0.000']",evidence,Reject,M2_b,Reject_M2_b
image,verification,high-risk,non_compliant,start,insufficient,"[0.047, 0.966, 0.867, 0.76]",M3,"['0.006', '0.020', '0.953', '0.021']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.95|k=start] -> M3[hig0.95|k=start] -> M2[hig0.87|k=start] -> M3[hig0.91|k=start] -> M3[min0.25|k=final],4,-84.0,M3,"['0.012', '0.043', '0.913', '0.032']",start,Reject,M3_d,Reject_M3_d
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.195, 0.988, 0.951, 0.851]",M2,"['0.006', '0.005', '0.967', '0.022']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M2[hig0.97|k=start] -> M2[hig0.97|k=start] -> M1[hig0.82|k=start] -> M1[hig0.82|k=start] -> M1[min0.76|k=evidence] -> M2[hig0.96|k=evidence] -> M2[min0.25|k=final],6,-75.67,M2,"['0.005', '0.029', '0.956', '0.009']",evidence,Reject,M2_b,Reject_M2_b
video,remote_id,high-risk,adequacy,start,insufficient,"[0.059, 0.714, 0.845, 0.976]",M2,"['0.001', '0.002', '0.990', '0.006']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[min0.25|k=final],4,31.0,M3,"['0.001', '0.001', '0.994', '0.004']",start,Reject,M3_c,Reject_M3_c
unstructured_text,none,false,inadequate_SCC,start,insufficient,"[0.16, 0.766, 0.851, 0.768]",M3,"['0.174', '0.192', '0.317', '0.317']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M3[hig0.32|k=start] -> M3[hig0.32|k=start] -> M2[ban0.35|k=start] -> M1[min0.38|k=start] -> M1[min0.67|k=evidence] -> M2[hig0.99|k=evidence] -> M2[min0.25|k=final],6,-20.45,M2,"['0.000', '0.007', '0.992', '0.000']",evidence,Reject,M2_b,Reject_M2_b
unstructured_text,none,false,adequacy,start,insufficient,"[0.177, 0.823, 0.78, 0.976]",M1,"['0.229', '0.207', '0.187', '0.377']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M1[ban0.38|k=start] -> M1[ban0.38|k=start] -> M1[ban0.38|k=start] -> M1[ban0.38|k=start] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],5,-49.89,M2,"['0.000', '0.003', '0.996', '0.001']",evidence,Reject,M2_b,Reject_M2_b
unstructured_text,verification,high-risk,EU_only,start,insufficient,"[0.09, 0.729, 0.81, 0.854]",M2,"['0.047', '0.081', '0.768', '0.104']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M2[hig0.77|k=start] -> M1[hig0.72|k=start] -> M1[hig0.72|k=start] -> M1[hig0.72|k=start] -> M2[hig0.97|k=evidence] -> M2[min0.25|k=final],5,-34.78,M2,"['0.007', '0.023', '0.971', '0.000']",evidence,Reject,M2_b,Reject_M2_b
structured,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.19, 0.988, 0.79, 0.8]",M3,"['0.002', '0.003', '0.986', '0.009']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_accept,M3[hig0.99|k=start] -> M2[hig0.98|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M1[hig0.72|k=evidence] -> M1[hig0.52|k=evidence] -> M1[min0.89|k=proposed] -> M1[min0.25|k=final],7,66.74,M1,"['0.891', '0.095', '0.013', '0.000']",proposed,Accept,M1_a,Accept_M1_a
unstructured_text,none,false,inadequate_SCC,start,suboptimal,"[0.133, 0.892, 0.95, 0.827]",M3,"['0.205', '0.338', '0.374', '0.083']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M3[hig0.37|k=start] -> M3[hig0.37|k=start] -> M3[hig0.37|k=start] -> M2[lim0.36|k=start] -> M2[lim0.72|k=evidence] -> M4[ban0.97|k=evidence] -> M4[min0.25|k=final],6,54.43,M4,"['0.001', '0.000', '0.026', '0.973']",evidence,Reject,M4_d,Reject_M4_d
unstructured_text,remote_id,high-risk,EU_only,start,suboptimal,"[0.122, 0.921, 0.843, 0.841]",M2,"['0.006', '0.008', '0.981', '0.005']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_accept,M2[hig0.98|k=start] -> M2[hig0.98|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M1[hig0.93|k=evidence] -> M1[min0.25|k=final],5,-74.64,M1,"['0.061', '0.004', '0.934', '0.000']",evidence,Accept,M1_b,Accept_M1_b
image,remote_id,high-risk,EU_only,start,insufficient,"[0.197, 0.788, 0.754, 0.885]",M2,"['0.004', '0.006', '0.973', '0.016']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.97|k=start] -> M2[hig0.97|k=start] -> M3[hig0.98|k=start] -> M3[hig0.98|k=start] -> M3[min0.25|k=final],4,-99.0,M3,"['0.003', '0.004', '0.984', '0.010']",start,Reject,M3_c,Reject_M3_c
structured,verification,high-risk,EU_only,start,insufficient,"[0.038, 0.941, 0.973, 0.737]",M2,"['0.047', '0.081', '0.768', '0.104']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.77|k=start] -> M3[hig0.86|k=start] -> M3[hig0.86|k=start] -> M3[hig0.86|k=start] -> M3[min0.25|k=final],4,-59.0,M3,"['0.027', '0.049', '0.858', '0.066']",start,Reject,M3_c,Reject_M3_c
image,verification,high-risk,non_compliant,start,insufficient,"[0.052, 0.924, 0.764, 0.713]",M3,"['0.006', '0.020', '0.953', '0.021']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M3[hig0.95|k=start] -> M2[hig0.87|k=start] -> M2[hig0.87|k=start] -> M1[hig0.78|k=start] -> M2[hig0.61|k=evidence] -> M3[hig1.00|k=evidence] -> M3[min0.25|k=final],6,-60.4,M3,"['0.000', '0.000', '1.000', '0.000']",evidence,Reject,M3_d,Reject_M3_d
unstructured_text,verification,high-risk,adequacy,start,suboptimal,"[0.05, 0.839, 0.86, 0.875]",M2,"['0.040', '0.139', '0.801', '0.020']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.80|k=start] -> M3[hig0.88|k=start] -> M2[hig0.84|k=start] -> M3[hig0.90|k=start] -> M3[min0.25|k=final],4,-84.0,M3,"['0.020', '0.068', '0.901', '0.011']",start,Reject,M3_c,Reject_M3_c
unstructured_text,categorisation,false,non_compliant,start,suboptimal,"[0.09, 0.914, 0.936, 0.88]",M4,"['0.010', '0.012', '0.081', '0.897']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M4[ban0.90|k=start] -> M2[ban0.47|k=start] -> M3[hig0.68|k=start] -> M3[hig0.68|k=start] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],5,-34.89,M2,"['0.000', '0.003', '0.996', '0.000']",evidence,Reject,M2_c,Reject_M2_c
unstructured_text,none,false,EU_only,start,suboptimal,"[0.093, 0.894, 0.801, 0.838]",M1,"['0.329', '0.329', '0.221', '0.121']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_accept,M1[min0.33|k=start] -> M1[min0.33|k=start] -> M1[min0.33|k=start] -> M1[min0.33|k=start] -> M1[hig0.87|k=evidence] -> M1[min0.25|k=final],5,40.64,M1,"['0.026', '0.026', '0.865', '0.083']",evidence,Accept,M1_b,Accept_M1_b
unstructured_text,none,false,EU_only,start,insufficient,"[0.158, 0.73, 0.724, 0.854]",M1,"['0.251', '0.168', '0.168', '0.413']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M1[ban0.41|k=start] -> M1[ban0.41|k=start] -> M1[ban0.41|k=start] -> M1[ban0.41|k=start] -> M1[min0.44|k=evidence] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],6,-50.38,M2,"['0.000', '0.004', '0.995', '0.000']",evidence,Reject,M2_b,Reject_M2_b
image,none,false,inadequate_SCC,start,insufficient,"[0.022, 0.722, 0.744, 0.842]",M3,"['0.141', '0.256', '0.346', '0.256']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M3[hig0.35|k=start] -> M3[hig0.35|k=start] -> M2[ban0.29|k=start] -> M2[ban0.29|k=start] -> M4[hig0.76|k=evidence] -> M3[hig1.00|k=evidence] -> M3[min0.25|k=final],6,54.16,M3,"['0.000', '0.000', '1.000', '0.000']",evidence,Reject,M3_c,Reject_M3_c
structured,remote_id,high-risk,EU_only,start,suboptimal,"[0.082, 0.904, 0.879, 0.835]",M2,"['0.006', '0.008', '0.981', '0.005']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.98|k=start] -> M2[hig0.98|k=start] -> M3[hig0.99|k=start] -> M2[hig0.99|k=start] -> M2[min0.25|k=final],4,-34.0,M2,"['0.004', '0.006', '0.986', '0.004']",start,Reject,M2_c,Reject_M2_c
unstructured_text,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.056, 0.806, 0.923, 0.968]",M3,"['0.002', '0.005', '0.991', '0.002']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.99|k=start] -> M2[hig0.99|k=start] -> M2[hig0.99|k=start] -> M1[hig0.83|k=start] -> M2[hig0.98|k=evidence] -> M2[min0.25|k=final],5,-19.83,M2,"['0.000', '0.016', '0.983', '0.001']",evidence,Reject,M2_c,Reject_M2_c
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.147, 0.77, 0.967, 0.766]",M2,"['0.005', '0.006', '0.972', '0.018']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_accept,M2[hig0.97|k=start] -> M3[hig0.98|k=start] -> M2[hig0.98|k=start] -> M1[hig0.83|k=start] -> M1[hig0.66|k=evidence] -> M1[min0.51|k=evidence] -> M1[min0.91|k=proposed] -> M1[min0.25|k=final],7,66.9,M1,"['0.913', '0.004', '0.082', '0.001']",proposed,Accept,M1_a,Accept_M1_a
unstructured_text,none,false,adequacy,start,insufficient,"[0.158, 0.856, 0.72, 0.738]",M1,"['0.229', '0.207', '0.187', '0.377']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M1[ban0.38|k=start] -> M1[ban0.38|k=start] -> M1[ban0.38|k=start] -> M1[ban0.38|k=start] -> M2[hig0.95|k=evidence] -> M2[min0.25|k=final],5,-89.71,M2,"['0.013', '0.029', '0.953', '0.005']",evidence,Reject,M2_c,Reject_M2_c
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.102, 0.705, 0.792, 0.975]",M2,"['0.005', '0.006', '0.972', '0.018']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.97|k=start] -> M3[hig0.98|k=start] -> M3[hig0.98|k=start] -> M3[hig0.98|k=start] -> M3[min0.25|k=final],4,-99.0,M3,"['0.003', '0.003', '0.983', '0.011']",start,Reject,M3_c,Reject_M3_c
structured,categorisation,false,EU_only,start,suboptimal,"[0.04, 0.828, 0.916, 0.881]",M4,"['0.017', '0.017', '0.019', '0.946']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M4[ban0.95|k=start] -> M4[ban0.95|k=start] -> M2[ban0.50|k=start] -> M2[ban0.50|k=start] -> M4[hig0.67|k=evidence] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],6,-35.44,M2,"['0.000', '0.004', '0.996', '0.000']",evidence,Reject,M2_b,Reject_M2_b
unstructured_text,none,false,inadequate_SCC,start,insufficient,"[0.116, 0.714, 0.945, 0.768]",M3,"['0.174', '0.192', '0.317', '0.317']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3[hig0.32|k=start] -> M3[hig0.32|k=start] -> M3[hig0.32|k=start] -> M2[ban0.35|k=start] -> M2[lim0.63|k=evidence] -> M2[hig0.69|k=evidence] -> M2[lim0.70|k=proposed] -> M2[lim0.84|k=proposed] -> M2[lim0.89|k=proposed] -> M2[min0.25|k=final],9,-91.06,M2,"['0.010', '0.890', '0.096', '0.004']",proposed,Reject,M2_c,Reject_M2_c
unstructured_text,categorisation,false,EU_only,start,insufficient,"[0.104, 0.815, 0.73, 0.872]",M4,"['0.004', '0.003', '0.004', '0.989']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M4[ban0.99|k=start] -> M4[ban0.99|k=start] -> M4[ban0.99|k=start] -> M4[ban0.99|k=start] -> M4[min0.25|k=final],4,-99.0,M4,"['0.004', '0.003', '0.004', '0.989']",start,Reject,M4_c,Reject_M4_c
unstructured_text,categorisation,false,EU_only,start,insufficient,"[0.169, 0.712, 0.754, 0.873]",M4,"['0.004', '0.003', '0.004', '0.989']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_reject,M4[ban0.99|k=start] -> M2[ban0.52|k=start] -> M3[hig0.67|k=start] -> M2[hig0.71|k=start] -> M2[hig0.65|k=evidence] -> M2[hig0.72|k=evidence] -> M3[hig1.00|k=proposed] -> M3[min0.25|k=final],7,66.32,M3,"['0.001', '0.000', '0.999', '0.000']",proposed,Reject,M3_c,Reject_M3_c
multimodal,verification,high-risk,EU_only,start,suboptimal,"[0.112, 0.976, 0.839, 0.907]",M2,"['0.017', '0.059', '0.916', '0.009']",start,a_mitig -> a_mitig -> a_mitig -> a_accept,M2[hig0.92|k=start] -> M3[hig0.95|k=start] -> M2[hig0.93|k=start] -> M2[hig0.93|k=start] -> M2[min0.25|k=final],4,56.0,M2,"['0.012', '0.050', '0.932', '0.007']",start,Accept,M2_b,Accept_M2_b
image,none,false,inadequate_SCC,start,insufficient,"[0.196, 0.904, 0.859, 0.791]",M3,"['0.141', '0.256', '0.346', '0.256']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.35|k=start] -> M3[hig0.35|k=start] -> M2[ban0.29|k=start] -> M3[hig0.42|k=start] -> M4[ban0.85|k=evidence] -> M4[min0.25|k=final],5,45.68,M4,"['0.000', '0.002', '0.144', '0.854']",evidence,Reject,M4_d,Reject_M4_d
unstructured_text,remote_id,high-risk,adequacy,start,suboptimal,"[0.083, 0.829, 0.968, 0.868]",M2,"['0.005', '0.009', '0.983', '0.004']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_reject,M2[hig0.98|k=start] -> M2[hig0.98|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M1[hig0.79|k=evidence] -> M2[hig0.79|k=evidence] -> M4[ban0.86|k=proposed] -> M4[min0.25|k=final],7,51.05,M4,"['0.000', '0.000', '0.139', '0.861']",proposed,Reject,M4_d,Reject_M4_d
multimodal,none,false,non_compliant,start,insufficient,"[0.029, 0.735, 0.946, 0.79]",M3,"['0.046', '0.051', '0.763', '0.139']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M3[hig0.76|k=start] -> M3[hig0.76|k=start] -> M2[hig0.58|k=start] -> M1[hig0.34|k=start] -> M1[min0.53|k=evidence] -> M2[hig0.99|k=evidence] -> M2[min0.25|k=final],6,-20.36,M2,"['0.000', '0.010', '0.989', '0.001']",evidence,Reject,M2_b,Reject_M2_b
image,none,false,non_compliant,start,insufficient,"[0.199, 0.887, 0.98, 0.921]",M3,"['0.085', '0.115', '0.569', '0.231']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.57|k=start] -> M3[hig0.57|k=start] -> M3[hig0.57|k=start] -> M3[hig0.57|k=start] -> M4[ban0.99|k=evidence] -> M4[min0.25|k=final],5,30.14,M4,"['0.001', '0.001', '0.010', '0.989']",evidence,Reject,M4_d,Reject_M4_d
multimodal,categorisation,false,non_compliant,start,insufficient,"[0.177, 0.903, 0.736, 0.772]",M4,"['0.002', '0.002', '0.057', '0.938']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_reject,M4[ban0.94|k=start] -> M2[hig0.48|k=start] -> M3[hig0.73|k=start] -> M2[hig0.81|k=start] -> M2[lim0.72|k=evidence] -> M4[ban0.83|k=evidence] -> M3[hig1.00|k=proposed] -> M3[min0.25|k=final],7,-24.4,M3,"['0.000', '0.000', '1.000', '0.000']",proposed,Reject,M3_c,Reject_M3_c
video,remote_id,high-risk,adequacy,start,insufficient,"[0.176, 0.812, 0.893, 0.73]",M2,"['0.001', '0.002', '0.990', '0.006']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M2[hig0.99|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],5,-34.9,M2,"['0.000', '0.000', '1.000', '0.000']",evidence,Reject,M2_c,Reject_M2_c
multimodal,remote_id,high-risk,adequacy,start,insufficient,"[0.161, 0.834, 0.734, 0.741]",M2,"['0.001', '0.002', '0.990', '0.006']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[min0.25|k=final],4,31.0,M3,"['0.001', '0.001', '0.994', '0.004']",start,Reject,M3_d,Reject_M3_d
video,categorisation,false,non_compliant,start,insufficient,"[0.076, 0.807, 0.729, 0.915]",M4,"['0.002', '0.002', '0.057', '0.938']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M4[ban0.94|k=start] -> M2[hig0.48|k=start] -> M2[hig0.48|k=start] -> M2[hig0.48|k=start] -> M2[hig0.79|k=evidence] -> M4[ban0.86|k=evidence] -> M4[min0.25|k=final],6,54.6,M4,"['0.002', '0.002', '0.132', '0.864']",evidence,Reject,M4_d,Reject_M4_d
image,remote_id,high-risk,EU_only,start,suboptimal,"[0.122, 0.942, 0.812, 0.986]",M2,"['0.004', '0.009', '0.983', '0.004']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.98|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.99|k=start] -> M2[min0.25|k=final],4,-74.0,M2,"['0.003', '0.008', '0.986', '0.003']",start,Reject,M2_c,Reject_M2_c
unstructured_text,remote_id,high-risk,non_compliant,start,insufficient,"[0.076, 0.778, 0.982, 0.752]",M3,"['0.001', '0.001', '0.993', '0.005']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.99|k=start] -> M2[hig0.98|k=start] -> M3[hig0.99|k=start] -> M2[hig0.98|k=start] -> M2[min0.25|k=final],4,71.0,M2,"['0.003', '0.004', '0.980', '0.013']",start,Reject,M2_d,Reject_M2_d
image,remote_id,high-risk,EU_only,start,insufficient,"[0.093, 0.71, 0.864, 0.72]",M2,"['0.004', '0.006', '0.973', '0.016']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_accept,M2[hig0.97|k=start] -> M2[hig0.97|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M1[hig0.95|k=evidence] -> M1[min0.25|k=final],5,-74.69,M1,"['0.030', '0.013', '0.947', '0.010']",evidence,Accept,M1_a,Accept_M1_a
structured,remote_id,high-risk,EU_only,start,suboptimal,"[0.13, 0.955, 0.873, 0.948]",M2,"['0.006', '0.008', '0.981', '0.005']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.98|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.99|k=start] -> M2[min0.25|k=final],4,-34.0,M2,"['0.004', '0.006', '0.986', '0.004']",start,Reject,M2_c,Reject_M2_c
image,none,false,EU_only,start,insufficient,"[0.16, 0.777, 0.776, 0.97]",M1,"['0.215', '0.237', '0.194', '0.354']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M1[ban0.35|k=start] -> M1[ban0.35|k=start] -> M1[ban0.35|k=start] -> M1[ban0.35|k=start] -> M2[hig0.98|k=evidence] -> M2[min0.25|k=final],5,-49.82,M2,"['0.005', '0.004', '0.980', '0.012']",evidence,Reject,M2_c,Reject_M2_c
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.015, 0.948, 0.733, 0.773]",M3,"['0.002', '0.003', '0.986', '0.009']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[min0.25|k=final],4,31.0,M3,"['0.002', '0.003', '0.986', '0.009']",start,Reject,M3_d,Reject_M3_d
image,remote_id,high-risk,non_compliant,start,insufficient,"[0.178, 0.917, 0.749, 0.958]",M3,"['0.001', '0.001', '0.995', '0.004']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.99|k=start] -> M1[hig0.83|k=start] -> M2[hig0.95|k=evidence] -> M2[min0.25|k=final],5,-59.72,M2,"['0.008', '0.031', '0.954', '0.007']",evidence,Reject,M2_b,Reject_M2_b
multimodal,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.098, 0.88, 0.745, 0.72]",M3,"['0.001', '0.001', '0.995', '0.003']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig1.00|k=start] -> M3[hig1.00|k=start] -> M2[hig0.99|k=start] -> M2[hig0.99|k=start] -> M2[min0.25|k=final],4,56.0,M2,"['0.001', '0.002', '0.993', '0.005']",start,Reject,M2_b,Reject_M2_b
