d,b,r,c,k,m,m_metrics,initial_identified_model,initial_g,initial_k,actions_sequence,state_trajectory,total_steps,final_state,final_g,final_k,total_reward,decision,terminal_subtype
video,categorisation,false,adequacy,start,suboptimal,"[0.112, 0.945, 0.941, 0.815]",M4,"['0.015', '0.027', '0.066', '0.892']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
image,verification,high-risk,inadequate_SCC,start,insufficient,"[0.181, 0.77, 0.891, 0.734]",M3,"['0.015', '0.069', '0.881', '0.036']",start,a_eval -> a_eval -> a_eval -> a_reject,M3 -> M3 -> M3 -> M4 -> Reject_M4_d,4,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,44,Reject,d
image,remote_id,high-risk,adequacy,start,suboptimal,"[0.067, 0.957, 0.828, 0.989]",M2,"['0.004', '0.010', '0.983', '0.003']",start,a_eval -> a_reject,M2 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
unstructured_text,verification,high-risk,adequacy,start,insufficient,"[0.028, 0.788, 0.864, 0.742]",M2,"['0.039', '0.091', '0.783', '0.087']",start,a_eval -> a_eval -> a_eval -> a_reject,M2 -> M2 -> M3 -> M4 -> Reject_M4_d,4,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,44,Reject,d
structured,verification,high-risk,inadequate_SCC,start,insufficient,"[0.14, 0.939, 0.969, 0.707]",M3,"['0.020', '0.056', '0.876', '0.048']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3 -> M2 -> M2 -> M3 -> M4 -> Reject_M4_d,5,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,42,Reject,d
multimodal,verification,high-risk,adequacy,start,insufficient,"[0.104, 0.776, 0.972, 0.735]",M2,"['0.014', '0.043', '0.910', '0.034']",start,a_eval -> a_reject,M2 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
unstructured_text,verification,high-risk,inadequate_SCC,start,insufficient,"[0.124, 0.732, 0.844, 0.906]",M3,"['0.020', '0.056', '0.876', '0.048']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3 -> M3 -> M2 -> M3 -> M3 -> M2 -> M4 -> Reject_M4_d,7,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,38,Reject,d
image,remote_id,high-risk,adequacy,start,insufficient,"[0.032, 0.762, 0.723, 0.797]",M2,"['0.004', '0.007', '0.976', '0.013']",start,a_eval -> a_reject,M2 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
structured,verification,high-risk,adequacy,start,suboptimal,"[0.111, 0.925, 0.845, 0.869]",M2,"['0.040', '0.139', '0.801', '0.020']",start,a_eval -> a_reject,M2 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
structured,remote_id,high-risk,adequacy,start,insufficient,"[0.021, 0.942, 0.943, 0.736]",M2,"['0.005', '0.006', '0.972', '0.018']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M3 -> M2 -> M2 -> M4 -> Reject_M4_d,5,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,42,Reject,d
image,remote_id,high-risk,non_compliant,start,suboptimal,"[0.063, 0.838, 0.859, 0.817]",M3,"['0.001', '0.002', '0.997', '0.001']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3 -> M2 -> M2 -> M2 -> M3 -> M2 -> M3 -> M2 -> M2 -> M3 -> M3 -> M3 -> M3 -> M4 -> Reject_M4_d,14,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,24,Reject,d
unstructured_text,categorisation,false,inadequate_SCC,start,insufficient,"[0.178, 0.928, 0.715, 0.767]",M4,"['0.004', '0.004', '0.011', '0.981']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
multimodal,verification,high-risk,inadequate_SCC,start,insufficient,"[0.015, 0.794, 0.866, 0.942]",M3,"['0.006', '0.025', '0.951', '0.017']",start,a_eval -> a_reject,M3 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
video,remote_id,high-risk,EU_only,start,insufficient,"[0.104, 0.826, 0.728, 0.831]",M2,"['0.002', '0.002', '0.989', '0.007']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M3 -> M3 -> M2 -> M2 -> M4 -> Reject_M4_c,6,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,40,Reject,c
multimodal,categorisation,false,adequacy,start,insufficient,"[0.025, 0.804, 0.728, 0.795]",M4,"['0.004', '0.004', '0.016', '0.976']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
image,categorisation,false,EU_only,start,insufficient,"[0.083, 0.791, 0.773, 0.796]",M4,"['0.004', '0.004', '0.006', '0.986']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
image,categorisation,false,inadequate_SCC,start,insufficient,"[0.017, 0.721, 0.91, 0.874]",M4,"['0.004', '0.007', '0.015', '0.975']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
image,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.102, 0.826, 0.894, 0.782]",M3,"['0.002', '0.004', '0.988', '0.007']",start,a_eval -> a_reject,M3 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
structured,remote_id,high-risk,adequacy,start,insufficient,"[0.186, 0.863, 0.707, 0.941]",M2,"['0.005', '0.006', '0.972', '0.018']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M3 -> M2 -> M3 -> M3 -> M3 -> M3 -> M2 -> M3 -> M4 -> Reject_M4_d,10,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,32,Reject,d
multimodal,none,false,inadequate_SCC,start,insufficient,"[0.173, 0.735, 0.924, 0.736]",M3,"['0.095', '0.141', '0.573', '0.191']",start,a_eval -> a_reject,M3 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
unstructured_text,verification,high-risk,non_compliant,start,insufficient,"[0.153, 0.96, 0.734, 0.84]",M3,"['0.008', '0.017', '0.947', '0.029']",start,a_eval -> a_eval -> a_eval -> a_reject,M3 -> M2 -> M2 -> M4 -> Reject_M4_d,4,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,44,Reject,d
video,none,false,adequacy,start,insufficient,"[0.12, 0.852, 0.8, 0.898]",M2,"['0.148', '0.181', '0.402', '0.269']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M2 -> M3 -> M3 -> M4 -> Reject_M4_d,5,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,42,Reject,d
structured,verification,high-risk,non_compliant,start,insufficient,"[0.048, 0.787, 0.979, 0.857]",M3,"['0.008', '0.017', '0.947', '0.029']",start,a_eval -> a_reject,M3 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.141, 0.735, 0.893, 0.945]",M2,"['0.006', '0.005', '0.967', '0.022']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M2 -> M3 -> M2 -> M4 -> Reject_M4_d,5,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,42,Reject,d
unstructured_text,categorisation,false,non_compliant,start,suboptimal,"[0.054, 0.849, 0.865, 0.833]",M4,"['0.010', '0.012', '0.081', '0.897']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
unstructured_text,categorisation,false,adequacy,start,insufficient,"[0.128, 0.711, 0.94, 0.881]",M4,"['0.004', '0.004', '0.005', '0.987']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
unstructured_text,none,false,inadequate_SCC,start,insufficient,"[0.145, 0.724, 0.821, 0.9]",M3,"['0.174', '0.192', '0.317', '0.317']",start,a_eval -> a_eval -> a_reject,M3 -> M3 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,d
structured,categorisation,false,EU_only,start,insufficient,"[0.147, 0.776, 0.9, 0.731]",M4,"['0.004', '0.003', '0.004', '0.989']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
unstructured_text,categorisation,false,non_compliant,start,insufficient,"[0.082, 0.796, 0.729, 0.827]",M4,"['0.002', '0.002', '0.020', '0.976']",start,a_reject,M4 -> Reject_M4_c,1,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,c
multimodal,categorisation,false,non_compliant,start,insufficient,"[0.051, 0.898, 0.717, 0.979]",M4,"['0.002', '0.002', '0.057', '0.938']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
multimodal,none,false,inadequate_SCC,start,insufficient,"[0.098, 0.739, 0.923, 0.733]",M3,"['0.095', '0.141', '0.573', '0.191']",start,a_eval -> a_eval -> a_reject,M3 -> M3 -> M4 -> Reject_M4_c,3,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,c
structured,remote_id,high-risk,EU_only,start,suboptimal,"[0.055, 0.852, 0.826, 0.905]",M2,"['0.006', '0.008', '0.981', '0.005']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M3 -> M2 -> M4 -> M2 -> M3 -> M4 -> Reject_M4_d,7,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,38,Reject,d
multimodal,remote_id,high-risk,adequacy,start,suboptimal,"[0.099, 0.854, 0.939, 0.965]",M2,"['0.001', '0.003', '0.994', '0.001']",start,a_eval -> a_eval -> a_reject,M2 -> M3 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,d
multimodal,categorisation,false,EU_only,start,insufficient,"[0.198, 0.727, 0.934, 0.984]",M4,"['0.004', '0.003', '0.013', '0.980']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
structured,verification,high-risk,non_compliant,start,insufficient,"[0.181, 0.961, 0.747, 0.933]",M3,"['0.008', '0.017', '0.947', '0.029']",start,a_eval -> a_eval -> a_reject,M3 -> M3 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,-84,Reject,d
unstructured_text,verification,high-risk,inadequate_SCC,start,suboptimal,"[0.034, 0.954, 0.954, 0.853]",M3,"['0.020', '0.084', '0.885', '0.011']",start,a_eval -> a_reject,M3 -> M4 -> Reject_M4_c,2,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,c
unstructured_text,remote_id,high-risk,non_compliant,start,insufficient,"[0.026, 0.805, 0.723, 0.796]",M3,"['0.001', '0.001', '0.993', '0.005']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3 -> M3 -> M2 -> M3 -> M3 -> M4 -> Reject_M4_d,6,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,40,Reject,d
unstructured_text,categorisation,false,EU_only,start,suboptimal,"[0.136, 0.934, 0.835, 0.873]",M4,"['0.017', '0.017', '0.019', '0.946']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
unstructured_text,none,false,inadequate_SCC,start,suboptimal,"[0.055, 0.802, 0.891, 0.834]",M3,"['0.205', '0.338', '0.374', '0.083']",start,a_eval -> a_reject,M3 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
multimodal,remote_id,high-risk,EU_only,start,insufficient,"[0.04, 0.845, 0.714, 0.949]",M2,"['0.002', '0.002', '0.989', '0.007']",start,a_eval -> a_reject,M2 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,-82,Reject,d
unstructured_text,verification,high-risk,adequacy,start,insufficient,"[0.09, 0.73, 0.876, 0.757]",M2,"['0.039', '0.091', '0.783', '0.087']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M2 -> M3 -> M2 -> M3 -> M3 -> M4 -> Reject_M4_d,7,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,38,Reject,d
multimodal,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.034, 0.966, 0.729, 0.969]",M3,"['0.001', '0.001', '0.995', '0.003']",start,a_eval -> a_eval -> a_reject,M3 -> M2 -> M4 -> Reject_M4_c,3,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,c
multimodal,none,false,EU_only,start,insufficient,"[0.141, 0.88, 0.795, 0.769]",M2,"['0.168', '0.152', '0.374', '0.306']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M3 -> M3 -> M3 -> M3 -> M4 -> Reject_M4_d,6,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,40,Reject,d
image,none,false,EU_only,start,suboptimal,"[0.011, 0.869, 0.942, 0.855]",M1,"['0.255', '0.420', '0.231', '0.094']",start,a_eval -> a_eval -> a_reject,M1 -> M2 -> M4 -> Reject_M4_c,3,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,c
unstructured_text,none,false,EU_only,start,suboptimal,"[0.072, 0.823, 0.872, 0.972]",M1,"['0.329', '0.329', '0.221', '0.121']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M1 -> M1 -> M2 -> M3 -> M4 -> Reject_M4_d,5,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,42,Reject,d
image,verification,high-risk,non_compliant,start,insufficient,"[0.099, 0.753, 0.897, 0.756]",M3,"['0.006', '0.020', '0.953', '0.021']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3 -> M2 -> M3 -> M4 -> M2 -> M3 -> M2 -> M4 -> M3 -> M2 -> M2 -> M2 -> M2 -> M3 -> M4 -> Reject_M4_d,15,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,22,Reject,d
image,none,false,inadequate_SCC,start,insufficient,"[0.189, 0.723, 0.767, 0.841]",M3,"['0.141', '0.256', '0.346', '0.256']",start,a_eval -> a_eval -> a_eval -> a_reject,M3 -> M3 -> M3 -> M4 -> Reject_M4_d,4,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,44,Reject,d
structured,remote_id,high-risk,adequacy,start,insufficient,"[0.147, 0.883, 0.724, 0.973]",M2,"['0.005', '0.006', '0.972', '0.018']",start,a_eval -> a_reject,M2 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
video,categorisation,false,adequacy,start,suboptimal,"[0.066, 0.891, 0.819, 0.924]",M4,"['0.015', '0.027', '0.066', '0.892']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
multimodal,verification,high-risk,non_compliant,start,suboptimal,"[0.109, 0.979, 0.931, 0.92]",M3,"['0.002', '0.010', '0.985', '0.002']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3 -> M2 -> M2 -> M3 -> M2 -> M3 -> M3 -> M4 -> Reject_M4_d,8,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,36,Reject,d
structured,categorisation,false,adequacy,start,insufficient,"[0.035, 0.835, 0.974, 0.704]",M4,"['0.004', '0.004', '0.005', '0.987']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
unstructured_text,categorisation,false,adequacy,start,insufficient,"[0.032, 0.803, 0.767, 0.955]",M4,"['0.004', '0.004', '0.005', '0.987']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
unstructured_text,categorisation,false,adequacy,start,insufficient,"[0.096, 0.702, 0.934, 0.981]",M4,"['0.004', '0.004', '0.005', '0.987']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.019, 0.713, 0.834, 0.801]",M2,"['0.005', '0.006', '0.972', '0.018']",start,a_eval -> a_eval -> a_reject,M2 -> M3 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,-84,Reject,d
image,categorisation,false,EU_only,start,insufficient,"[0.02, 0.791, 0.763, 0.99]",M4,"['0.004', '0.004', '0.006', '0.986']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
structured,verification,high-risk,inadequate_SCC,start,insufficient,"[0.172, 0.883, 0.959, 0.85]",M3,"['0.020', '0.056', '0.876', '0.048']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3 -> M2 -> M2 -> M3 -> M4 -> Reject_M4_d,5,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,42,Reject,d
multimodal,remote_id,high-risk,non_compliant,start,insufficient,"[0.13, 0.972, 0.823, 0.703]",M3,"['0.000', '0.000', '0.998', '0.002']",start,a_eval -> a_reject,M3 -> M4 -> Reject_M4_c,2,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,c
image,none,false,adequacy,start,insufficient,"[0.047, 0.737, 0.797, 0.862]",M1,"['0.191', '0.284', '0.211', '0.314']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M1 -> M1 -> M2 -> M2 -> M4 -> Reject_M4_d,5,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,42,Reject,d
unstructured_text,none,false,adequacy,start,insufficient,"[0.173, 0.871, 0.775, 0.754]",M1,"['0.229', '0.207', '0.187', '0.377']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M1 -> M1 -> M2 -> M3 -> M4 -> Reject_M4_d,5,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,42,Reject,d
multimodal,remote_id,high-risk,EU_only,start,insufficient,"[0.13, 0.856, 0.708, 0.849]",M2,"['0.002', '0.002', '0.989', '0.007']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M3 -> M3 -> M2 -> M4 -> Reject_M4_d,5,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,42,Reject,d
structured,verification,high-risk,inadequate_SCC,start,insufficient,"[0.096, 0.76, 0.778, 0.953]",M3,"['0.020', '0.056', '0.876', '0.048']",start,a_eval -> a_eval -> a_reject,M3 -> M3 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,d
image,categorisation,false,adequacy,start,insufficient,"[0.156, 0.967, 0.788, 0.812]",M4,"['0.004', '0.006', '0.007', '0.983']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
multimodal,verification,high-risk,non_compliant,start,insufficient,"[0.031, 0.882, 0.942, 0.79]",M3,"['0.002', '0.007', '0.981', '0.010']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3 -> M3 -> M2 -> M3 -> M4 -> Reject_M4_d,5,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,42,Reject,d
image,remote_id,high-risk,adequacy,start,insufficient,"[0.032, 0.927, 0.789, 0.838]",M2,"['0.004', '0.007', '0.976', '0.013']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M3 -> M3 -> M2 -> M3 -> M3 -> M3 -> M3 -> M2 -> M2 -> M3 -> M2 -> M3 -> M3 -> M4 -> Reject_M4_d,15,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,22,Reject,d
unstructured_text,categorisation,false,inadequate_SCC,start,suboptimal,"[0.058, 0.908, 0.933, 0.971]",M4,"['0.015', '0.025', '0.046', '0.914']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
unstructured_text,verification,high-risk,non_compliant,start,insufficient,"[0.111, 0.838, 0.814, 0.717]",M3,"['0.008', '0.017', '0.947', '0.029']",start,a_eval -> a_reject,M3 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
image,remote_id,high-risk,EU_only,start,insufficient,"[0.021, 0.7, 0.859, 0.773]",M2,"['0.004', '0.006', '0.973', '0.016']",start,a_eval -> a_reject,M2 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,-82,Reject,d
multimodal,remote_id,high-risk,adequacy,start,insufficient,"[0.071, 0.877, 0.793, 0.702]",M2,"['0.001', '0.002', '0.990', '0.006']",start,a_eval -> a_eval -> a_eval -> a_reject,M2 -> M2 -> M3 -> M4 -> Reject_M4_d,4,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,44,Reject,d
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.042, 0.726, 0.986, 0.96]",M2,"['0.005', '0.006', '0.972', '0.018']",start,a_eval -> a_eval -> a_reject,M2 -> M2 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,d
structured,remote_id,high-risk,non_compliant,start,insufficient,"[0.128, 0.953, 0.78, 0.784]",M3,"['0.001', '0.001', '0.993', '0.005']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3 -> M2 -> M3 -> M2 -> M3 -> M4 -> Reject_M4_c,6,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,40,Reject,c
image,categorisation,false,adequacy,start,insufficient,"[0.179, 0.925, 0.935, 0.81]",M4,"['0.004', '0.006', '0.007', '0.983']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
image,verification,high-risk,inadequate_SCC,start,insufficient,"[0.197, 0.735, 0.928, 0.846]",M3,"['0.015', '0.069', '0.881', '0.036']",start,a_eval -> a_eval -> a_reject,M3 -> M3 -> M4 -> Reject_M4_c,3,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,c
image,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.055, 0.937, 0.716, 0.978]",M3,"['0.002', '0.004', '0.988', '0.007']",start,a_eval -> a_eval -> a_reject,M3 -> M4 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,d
image,remote_id,high-risk,adequacy,start,suboptimal,"[0.126, 0.955, 0.884, 0.95]",M2,"['0.004', '0.010', '0.983', '0.003']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M2 -> M3 -> M2 -> M2 -> M3 -> M3 -> M2 -> M3 -> M3 -> M3 -> M3 -> M2 -> M3 -> M2 -> M3 -> M3 -> M2 -> M2 -> M4 -> Reject_M4_d,20,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,12,Reject,d
image,remote_id,high-risk,adequacy,start,insufficient,"[0.052, 0.779, 0.721, 0.828]",M2,"['0.004', '0.007', '0.976', '0.013']",start,a_eval -> a_eval -> a_reject,M2 -> M3 -> M4 -> Reject_M4_d,3,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,46,Reject,d
video,none,false,non_compliant,start,insufficient,"[0.092, 0.797, 0.842, 0.897]",M3,"['0.046', '0.051', '0.763', '0.139']",start,a_eval -> a_reject,M3 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,-82,Reject,d
structured,remote_id,high-risk,adequacy,start,insufficient,"[0.187, 0.787, 0.976, 0.741]",M2,"['0.005', '0.006', '0.972', '0.018']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M3 -> M3 -> M3 -> M2 -> M2 -> M3 -> M2 -> M3 -> M3 -> M3 -> M2 -> M2 -> M2 -> M2 -> M4 -> Reject_M4_d,16,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,20,Reject,d
